,Gender,Age,Date_of_birth,Nationality,Municipality,Canton,Salary,Social_matricule,Ethnicity,hair_color,hair_lenght,First_name,Surname
54606,M,47,19761128,Portugal,Bertrange,Canton Luxembourg,4087.0,197611289793*,white,black,long,Rafael,Rocha
54607,M,26,19970915,Luxembourg,Stadtbredimus,Canton Remich,5568.0,199709153380*,white,blond,short,Léon,Legendre
54608,M,48,19750302,Portugal,Luxembourg,Canton Luxembourg,5460.0,197503022533*,white,blond,long,Fernando,Garcia
54609,F,26,19970417,Netherlands,Pétange,Canton Esch,5028.0,199704177829*,white,blond,long,Pippa,Mercks
54610,M,65,19581029,Luxembourg,Hesperange,Canton Luxembourg,0.0,195810292537*,white,gray,medium,Jens,De Groote
54611,M,53,19700405,Portugal,Luxembourg,Canton Luxembourg,2960.0,197004053974*,white,blond,short,Benjamim,Nogueira
54612,F,31,19920303,Luxembourg,Mondorf-les-Bains,Canton Remich,3384.0,199203036415*,white,black,long,Suzanne,Willems
54613,F,72,19510808,France,Frisange,Canton Esch,0.0,195108080507*,white,gray,short,Audrey,Brunet
54614,F,54,19690114,Luxembourg,Luxembourg,Canton Luxembourg,14460.0,196901141959*,white,blond,medium,Corinne,Peeters
54615,M,27,19960730,Luxembourg,Mondorf-les-Bains,Canton Remich,884.0,199607304488*,white,black,medium,Nicolas,Barre
54616,F,39,19840211,Luxembourg,Hesperange,Canton Luxembourg,9154.0,198402114340*,black,blond,medium,Marcelle,Mace
54617,F,81,19421205,France,Kehlen,Canton Capellen,0.0,194212059456*,black,gray,short,Monique,Maurice
54618,F,31,19921007,Luxembourg,Luxembourg,Canton Luxembourg,2460.0,199210075476*,white,black,medium,Anita,Verhoeven
54619,F,31,19920623,India,Mondercange,Canton Esch,5580.0,199206237111*,south asians,black,long,Hunar,Deol
54620,F,29,19940725,Luxembourg,Esch-sur-Alzette,Canton Esch,4803.0,199407254457*,white,red,short,Christiane,Stevens
54621,F,35,19880722,France,Mersch,Canton Mersch,3555.0,198807228613*,white,red,long,Marianne,Lejeune
54622,F,38,19850318,Luxembourg,Waldbillig,Canton Echternach,4050.0,198503183233*,white,black,short,Élise,Bollen
54623,F,51,19721102,Luxembourg,Luxembourg,Canton Luxembourg,19460.0,197211028304*,white,gray,long,Frédérique,Claes
54624,F,69,19541115,France,Esch-sur-Alzette,Canton Esch,0.0,195411151165*,white,blond,short,Astrid,Bonnet
54625,F,61,19620816,Ukraine,Walferdange,Canton Luxembourg,3145.0,196208166466*,white,gray,medium,Володимира,Бандура
54626,M,42,19810421,Luxembourg,Bous,Canton Remich,13137.0,198104210409*,white,brown,long,Étienne,Pons
54627,M,73,19501021,France,Luxembourg,Canton Luxembourg,0.0,195010210993*,white,black,short,Thibaut,Durand
54628,F,59,19640709,Luxembourg,Differdange,Canton Esch,4468.0,196407090562*,latino,black,short,Gabrielle,Reynaert
54629,F,76,19470810,Luxembourg,Luxembourg,Canton Luxembourg,0.0,194708109094*,white,black,short,Manon,Dumas
54630,F,29,19940711,France,Mamer,Canton Capellen,2201.0,199407113255*,white,black,long,Zoé,Teixeira
54631,F,62,19611220,Luxembourg,Rumelange,Canton Esch,5404.0,196112200852*,black,black,medium,Odette,Jourdan
54632,M,34,19890630,Portugal,Kopstal,Canton Capellen,3392.0,198906305814*,white,black,long,Samuel,Leite
54633,F,32,19910801,Portugal,Differdange,Canton Esch,7468.0,199108014575*,white,brown,medium,Daniela,Marques
54634,F,62,19610215,Luxembourg,Schifflange,Canton Esch,9542.0,196102154805*,white,gray,medium,Maryse,Alves
54635,F,59,19640410,Portugal,Contern,Canton Luxembourg,6708.0,196404108452*,white,black,medium,Mia,Guerreiro
54636,M,43,19801119,Luxembourg,Diekirch,Canton Diekirch,3390.0,198011199642*,black,black,long,Willy,Renders
54637,F,49,19741205,Luxembourg,Bettembourg,Canton Esch,2596.0,197412051591*,white,blond,short,Jacqueline,Willems
54638,F,29,19940815,Spain,Hesperange,Canton Luxembourg,6654.0,199408159911*,white,red,long,Noelia,Herranz
54639,F,59,19640116,France,Manternach,Canton Grevenmacher,6380.0,196401162782*,black,brown,long,Bernadette,Colas
54640,F,68,19550306,Luxembourg,Steinfort,Canton Capellen,0.0,195503063662*,white,gray,long,Marie,Vandendriessche
54641,M,89,19340606,Italy,Diekirch,Canton Diekirch,0.0,193406069757*,white,gray,long,Rembrandt,Mogherini
54642,F,59,19640307,Luxembourg,Junglinster,Canton Grevenmacher,10244.0,196403073063*,latino,brown,short,Éléonore,Aubry
54643,M,32,19911031,Portugal,Diekirch,Canton Diekirch,2390.0,199110319279*,white,black,short,Luca,Teixeira
54644,F,47,19760827,Luxembourg,Luxembourg,Canton Luxembourg,960.0,197608271044*,white,black,long,Céline,Germain
54645,M,28,19951107,Portugal,Sanem,Canton Esch,13142.0,199511079470*,white,brown,long,Tomás,Sá
54646,M,54,19690106,Luxembourg,Sanem,Canton Esch,4142.0,196901063209*,white,gray,medium,Timothée,Guichard
54647,F,66,19570131,Luxembourg,Differdange,Canton Esch,0.0,195701319102*,white,black,short,Marcelle,Jacobs
54648,M,61,19620523,Portugal,Colmar-Berg,Canton Mersch,4724.0,196205235684*,white,black,short,Bryan,Ferreira
54649,M,22,20010218,Luxembourg,Kehlen,Canton Capellen,1207.0,200102187148*,white,red,medium,Nils,Delannoy
54650,M,32,19910730,Luxembourg,Leudelange,Canton Esch,10983.0,199107309024*,white,gray,medium,Martin,Goossens
54651,F,25,19980221,Netherlands,Ettelbruck,Canton Diekirch,1862.0,199802218610*,white,black,medium,Mirthe,Brandt
54652,M,47,19760307,Luxembourg,Bertrange,Canton Luxembourg,9087.0,197603078417*,white,brown,short,Lenn,Martins
54653,M,25,19980227,Luxembourg,Mersch,Canton Mersch,5055.0,199802274278*,white,black,long,Mathias,Lecoq
54654,M,54,19691105,Luxembourg,Schieren,Canton Diekirch,2719.0,196911050688*,white,brown,medium,Pieter,De Schrijver
54655,F,77,19460813,Portugal,Walferdange,Canton Luxembourg,0.0,194608134799*,white,gray,short,Patrícia,Assunção
54656,M,37,19860204,Luxembourg,Pétange,Canton Esch,9528.0,198602049994*,black,black,medium,Cyriel,Holvoet
54657,F,28,19951117,Luxembourg,Differdange,Canton Esch,6468.0,199511172407*,black,blond,long,Élodie,Aerts
54658,F,34,19890727,Turkey,Habscht,Canton Capellen,3139.0,198907270608*,turkish,brown,medium,Sedife,Bilge
54659,F,28,19950930,Luxembourg,Kayl,Canton Esch,3616.0,199509306345*,white,gray,medium,Zoé,Maes
54660,F,93,19300622,Luxembourg,Beckerich,Canton Redange,0.0,193006225760*,white,gray,long,Maria,De Maeyer
54661,F,80,19430627,Luxembourg,Luxembourg,Canton Luxembourg,0.0,194306271505*,white,gray,short,Viviane,Picard
54662,M,48,19750102,Luxembourg,Mersch,Canton Mersch,9055.0,197501021410*,white,red,medium,Alex,Riou
54663,F,43,19800711,Luxembourg,Steinfort,Canton Capellen,4157.0,198007116409*,white,brown,short,Maria,Neyens
54664,F,75,19480610,Luxembourg,Rosport-Mompach,Canton Echternach,0.0,194806101565*,white,gray,medium,Valentine,Merckx
54665,F,23,20001210,Luxembourg,Lac de la Haute-Sûre,Canton Wiltz,2042.0,200012107194*,white,blond,long,Linda,Millet
54666,F,60,19630912,Belgium,Lintgen,Canton Mersch,17116.0,196309123818*,white,brown,short,Els,Seghers
54667,M,61,19620323,Portugal,Clervaux,Canton Clervaux,5479.0,196203234176*,white,gray,short,Igor,Fonseca
54668,M,42,19810421,Luxembourg,Bous,Canton Remich,2637.0,198104215900*,white,red,long,John,Bernard
54669,F,47,19760824,Luxembourg,Mondorf-les-Bains,Canton Remich,2384.0,197608248747*,latino,gray,long,Katrien,Segers
54670,M,49,19741105,France,Helperknapp,Canton Mersch,3917.0,197411054907*,black,red,long,Théophile,Pineau
54671,F,18,20051013,Portugal,Luxembourg,Canton Luxembourg,3960.0,200510135092*,white,brown,short,Jéssica,Monteiro
54672,F,29,19940821,Italy,Clervaux,Canton Clervaux,2979.0,199408219378*,white,black,long,Paola,Solimena
54673,F,36,19870802,Portugal,Luxembourg,Canton Luxembourg,7460.0,198708027085*,white,blond,long,Erika,Baptista
54674,F,39,19840817,France,Niederanven,Canton Luxembourg,19955.0,198408172602*,white,black,medium,Simone,Robin
54675,F,41,19820124,France,Walferdange,Canton Luxembourg,6145.0,198201240998*,black,brown,short,Olivie,Nguyen
54676,F,47,19760502,Luxembourg,Kopstal,Canton Capellen,4392.0,197605029235*,white,brown,medium,Julie,Allard
54677,F,34,19890316,Portugal,Luxembourg,Canton Luxembourg,15460.0,198903163576*,white,red,short,Filipa,Amaral
54678,M,33,19900828,Luxembourg,Pétange,Canton Esch,2528.0,199008283086*,black,black,short,Emmanuel,Sauvage
54679,F,30,19930526,Spain,Remich,Canton Remich,6788.0,199305263511*,white,black,long,Candelas,Serra
54680,M,70,19531220,Portugal,Flaxweiler,Canton Grevenmacher,0.0,195312209017*,white,gray,long,Jorge,Barbosa
54681,F,34,19890823,France,Dudelange,Canton Esch,5453.0,198908238735*,white,black,short,Adèle,Faivre
54682,M,32,19910416,Luxembourg,Bertrange,Canton Luxembourg,8587.0,199104163992*,white,red,long,Luc,Verbeeck
54683,M,38,19860101,Portugal,Consdorf,Canton Echternach,4063.0,198601019625*,white,red,long,Wilson,Morais
54684,M,72,19511008,Portugal,Frisange,Canton Esch,0.0,195110084980*,white,gray,short,Sandro,Leal
54685,M,32,19911014,Luxembourg,Differdange,Canton Esch,4468.0,199110148174*,white,black,short,Toon,Petitjean
54686,M,38,19850403,Luxembourg,Berdorf,Canton Echternach,11412.0,198504033640*,white,gray,long,Alexandre,Bailly
54687,M,31,19921221,Luxembourg,Luxembourg,Canton Luxembourg,4960.0,199212217918*,black,black,long,Éric,Da Silva
54688,F,69,19540114,Portugal,Wiltz,Canton Wiltz,0.0,195401142362*,white,blond,medium,Miriam,Mendes
54689,F,42,19810724,Portugal,Reckange-sur-Mess,Canton Esch,1483.0,198107246700*,white,black,long,Luciana,Mendes
54690,F,56,19671202,Luxembourg,Bourscheid,Canton Diekirch,7597.0,196712020277*,white,blond,long,Caroline,Verstraete
54691,F,20,20030915,Luxembourg,Niederanven,Canton Luxembourg,5955.0,200309150475*,white,blond,medium,Amber,Morvan
54692,F,33,19900519,Luxembourg,Ell,Canton Redange,2171.0,199005196002*,latino,gray,medium,Susan,Bauwens
54693,M,74,19490705,Italy,Luxembourg,Canton Luxembourg,0.0,194907056431*,white,gray,long,Piergiuseppe,Crispi
54694,F,44,19790410,Portugal,Luxembourg,Canton Luxembourg,3460.0,197904107193*,white,black,short,Ana,Barbosa
54695,M,37,19860210,Luxembourg,Differdange,Canton Esch,1468.0,198602109574*,white,brown,medium,Johannes,Gielen
54696,M,57,19660911,Luxembourg,Wincrange,Canton Clervaux,5032.0,196609116740*,white,gray,medium,Thibaut,Gonzalez
54697,M,46,19771217,Portugal,Käerjeng,Canton Capellen,4641.0,197712174499*,white,blond,medium,Kevin,Rodrigues
54698,M,20,20030301,Germany,Luxembourg,Canton Luxembourg,23460.0,200303010104*,white,red,short,Slobodan,Käster
54699,M,50,19730305,Luxembourg,Luxembourg,Canton Luxembourg,960.0,197303058195*,black,brown,short,Victor,Claessens
54700,M,47,19760315,Luxembourg,Luxembourg,Canton Luxembourg,4960.0,197603155242*,white,brown,short,Christophe,De Wit
54701,M,21,20020325,Belgium,Lintgen,Canton Mersch,7616.0,200203255196*,white,blond,short,Jozef,Matthys
54702,M,42,19811117,Portugal,Wormeldange,Canton Grevenmacher,3322.0,198111178112*,white,brown,medium,Artur,Guerreiro
54703,M,40,19830608,Luxembourg,Dalheim,Canton Remich,5540.0,198306089108*,white,brown,long,Patrick,Loiseau
54704,F,80,19430922,India,Walferdange,Canton Luxembourg,0.0,194309220198*,south asians,gray,long,Eva,Amble
54705,M,21,20020510,France,Kayl,Canton Esch,3616.0,200205106914*,black,red,short,Antoine,Briand
54706,F,66,19570114,Luxembourg,Esch-sur-Alzette,Canton Esch,0.0,195701143483*,white,gray,medium,Hélène,Hendrickx
54707,F,18,20050209,Portugal,Mondorf-les-Bains,Canton Remich,2384.0,200502090591*,white,black,long,Salomé,Ribeiro
54708,F,22,20010424,Belgium,Dudelange,Canton Esch,2953.0,200104242026*,white,red,short,Marleen,Hoste
54709,F,58,19650223,France,Luxembourg,Canton Luxembourg,4960.0,196502234602*,white,black,short,Isabelle,Regnier
54710,F,73,19501031,Luxembourg,Pétange,Canton Esch,0.0,195010318901*,latino,gray,long,Jacqueline,Charrier
54711,F,59,19640609,Luxembourg,Luxembourg,Canton Luxembourg,10460.0,196406090859*,black,gray,medium,Christiana,De Maeyer
54712,F,34,19890729,Portugal,Sanem,Canton Esch,2142.0,198907290404*,white,gray,medium,Clara,Borges
54713,F,54,19690518,France,Kehlen,Canton Capellen,4207.0,196905186039*,white,black,long,Geneviève,Antoine
54714,M,47,19760515,Portugal,Luxembourg,Canton Luxembourg,4960.0,197605158418*,white,black,short,Denis,Rodrigues
54715,M,21,20020113,Luxembourg,Wiltz,Canton Wiltz,2833.0,200201130766*,white,red,long,Gilbert,Jean
54716,M,38,19850808,France,Mondercange,Canton Esch,3580.0,198508086850*,white,black,short,Arthur,Bailly
54717,M,23,20000327,Luxembourg,Luxembourg,Canton Luxembourg,1960.0,200003277878*,white,black,long,Grégoire,Jacobs
54718,F,56,19670503,Luxembourg,Esch-sur-Alzette,Canton Esch,8803.0,196705039058*,white,blond,long,Janne,Dejonghe
54719,F,26,19970411,Portugal,Hesperange,Canton Luxembourg,2654.0,199704117140*,white,black,short,Marta,Maia
54720,M,90,19331103,France,Dudelange,Canton Esch,0.0,193311031556*,black,gray,short,Alain,Colin
54721,M,35,19880419,Luxembourg,Luxembourg,Canton Luxembourg,7460.0,198804190842*,latino,brown,short,Bart,Besnard
54722,F,24,19990805,Luxembourg,Kehlen,Canton Capellen,3207.0,199908055007*,white,black,short,Stéphanie,Dumont
54723,F,44,19790326,Luxembourg,Lac de la Haute-Sûre,Canton Wiltz,3542.0,197903263931*,black,gray,long,Nathalie,Ooms
54724,M,37,19860814,Germany,Colmar-Berg,Canton Mersch,4224.0,198608144025*,white,brown,long,Sylvio,Fiebig
54725,M,76,19471008,Luxembourg,Weiswampach,Canton Clervaux,0.0,194710087473*,white,gray,short,Stijn,Vidal
54726,F,53,19700527,Luxembourg,Parc Hosingen,Canton Clervaux,7585.0,197005273449*,white,black,short,Colette,Smeets
54727,F,33,19900129,Luxembourg,Schifflange,Canton Esch,2542.0,199001296155*,white,gray,long,Margot,Daniels
54728,F,38,19850831,Luxembourg,Habscht,Canton Capellen,4139.0,198508318805*,white,brown,long,Dominique,De Boeck
54729,F,36,19870303,Portugal,Luxembourg,Canton Luxembourg,9460.0,198703030244*,white,brown,medium,Clara,Miranda
54730,F,38,19850917,Luxembourg,Steinfort,Canton Capellen,3157.0,198509170554*,white,blond,medium,Stefanie,Hoarau
54731,M,56,19670307,Belgium,Differdange,Canton Esch,8968.0,196703079792*,white,gray,long,Jozef,Van den Bergh
54732,F,80,19430309,Portugal,Luxembourg,Canton Luxembourg,0.0,194303095526*,white,gray,short,Luciana,Fernandes
54733,F,64,19590209,Luxembourg,Walferdange,Canton Luxembourg,4145.0,195902090092*,white,black,short,Heidi,Vermeulen
54734,M,35,19880725,France,Käerjeng,Canton Capellen,3141.0,198807250928*,black,gray,medium,Émile,Grégoire
54735,F,25,19980315,Ukraine,Kopstal,Canton Capellen,1392.0,199803150067*,white,brown,long,Володимира,Івасюк
54736,M,65,19580521,Luxembourg,Differdange,Canton Esch,0.0,195805218002*,latino,gray,long,Alain,Langlois
54737,M,38,19851029,Portugal,Rosport-Mompach,Canton Echternach,4096.0,198510294442*,white,brown,medium,Rafael,Cruz
54738,M,56,19670619,Luxembourg,Echternach,Canton Echternach,1223.0,196706196313*,black,gray,long,François,Pinto
54739,F,67,19560828,Luxembourg,Luxembourg,Canton Luxembourg,0.0,195608283793*,white,black,medium,Nancy,Petitjean
54740,F,40,19830806,Luxembourg,Differdange,Canton Esch,1968.0,198308063110*,white,brown,medium,Christine,Jacobs
54741,M,25,19980505,Poland,Luxembourg,Canton Luxembourg,3960.0,199805052656*,white,red,long,Wojciech,Tarasek
54742,M,59,19640812,Luxembourg,Hesperange,Canton Luxembourg,17654.0,196408128578*,white,gray,short,Said,Smets
54743,M,55,19680320,France,Luxembourg,Canton Luxembourg,3460.0,196803206114*,black,gray,short,Marcel,Dufour
54744,M,61,19620430,Portugal,Clervaux,Canton Clervaux,6479.0,196204304690*,white,black,long,Leonardo,Ferreira
54745,F,32,19910830,France,Luxembourg,Canton Luxembourg,12960.0,199108308402*,white,brown,medium,Claudine,Guillot
54746,F,80,19430211,Luxembourg,Bissen,Canton Mersch,0.0,194302118166*,white,gray,short,Mieke,Bertels
54747,F,87,19360512,Luxembourg,Luxembourg,Canton Luxembourg,0.0,193605127708*,white,gray,medium,Sofie,Stevens
54748,M,20,20030609,Luxembourg,Luxembourg,Canton Luxembourg,5960.0,200306091517*,white,black,short,Roger,Ollivier
54749,F,20,20030129,Luxembourg,Differdange,Canton Esch,11468.0,200301294110*,white,blond,long,Inge,Bouvier
54750,F,59,19640814,Luxembourg,Dudelange,Canton Esch,9453.0,196408149138*,white,blond,medium,Marie,Dubois
54751,M,41,19821208,Portugal,Reckange-sur-Mess,Canton Esch,7483.0,198212080872*,white,black,long,Sandro,Baptista
54752,F,51,19721120,Luxembourg,Mondorf-les-Bains,Canton Remich,2384.0,197211207266*,white,gray,short,Maria,Van Hoof
54753,F,24,19991016,Portugal,Diekirch,Canton Diekirch,2390.0,199910168923*,white,brown,short,Alícia,Cardoso
54754,M,43,19801115,Portugal,Beaufort,Canton Echternach,6582.0,198011151036*,white,gray,short,Manuel,Carvalho
54755,M,26,19971128,Belgium,Pétange,Canton Esch,4528.0,199711282883*,white,red,short,Hans,Hermans
54756,F,25,19981219,Portugal,Roeser,Canton Esch,4632.0,199812193218*,white,brown,short,Francisca,Leite
54757,M,23,20000919,Portugal,Differdange,Canton Esch,2968.0,200009197691*,white,red,short,Cristiano,Araújo
54758,M,31,19920103,Hungary,Luxembourg,Canton Luxembourg,17460.0,199201035816*,white,brown,long,László,Kovács
54759,M,74,19490425,Portugal,Luxembourg,Canton Luxembourg,0.0,194904258389*,white,gray,long,Hugo,Maia
54760,M,41,19821018,Luxembourg,Luxembourg,Canton Luxembourg,3960.0,198210187747*,black,black,medium,Bart,Fischer
54761,F,63,19600606,Luxembourg,Luxembourg,Canton Luxembourg,960.0,196006061911*,white,black,medium,Louise,Verheyen
54762,M,42,19811016,Luxembourg,Luxembourg,Canton Luxembourg,13460.0,198110169760*,white,black,short,Marc,De Keyser
54763,M,64,19590729,Luxembourg,Schifflange,Canton Esch,6042.0,195907292495*,latino,gray,long,Wannes,Huet
54764,F,53,19700115,Luxembourg,Rumelange,Canton Esch,904.0,197001155990*,latino,black,short,Sylvie,Grenier
54765,M,31,19920913,Poland,Grevenmacher,Canton Grevenmacher,2361.0,199209135082*,white,black,short,Rafał,Filiks
54766,M,49,19740519,Luxembourg,Differdange,Canton Esch,6968.0,197405196265*,white,black,long,Michel,Nguyen
54767,M,58,19650216,Italy,Dudelange,Canton Esch,4953.0,196502162627*,white,brown,medium,Michele,Navone
54768,M,55,19680603,Luxembourg,Esch-sur-Sûre,Canton Wiltz,7524.0,196806031728*,white,brown,long,Aaron,Le Roux
54769,F,65,19580621,Ukraine,Frisange,Canton Esch,0.0,195806213984*,white,black,medium,Галина,Данчук
54770,F,26,19970322,France,Käerjeng,Canton Capellen,9641.0,199703223895*,black,brown,short,Anaïs,Devaux
54771,F,39,19840315,Luxembourg,Luxembourg,Canton Luxembourg,1960.0,198403158772*,white,gray,medium,Evelyn,Foucher
54772,M,56,19670802,Portugal,Bettendorf,Canton Diekirch,4138.0,196708028301*,white,black,medium,Tomás,Pinheiro
54773,M,43,19800614,Luxembourg,Esch-sur-Alzette,Canton Esch,5803.0,198006147376*,latino,black,long,Dennis,Demuynck
54774,F,40,19830217,Luxembourg,Käerjeng,Canton Capellen,2641.0,198302178325*,white,red,long,Claudine,François
54775,M,19,20040711,Luxembourg,Luxembourg,Canton Luxembourg,11460.0,200407118292*,white,black,short,Jean,Dewulf
54776,M,71,19520301,United Kingdom,Beckerich,Canton Redange,0.0,195203012362*,black,gray,short,Andrew,Johnson
54777,M,29,19940228,Portugal,Luxembourg,Canton Luxembourg,3460.0,199402288826*,white,black,short,Rúben,Mendes
54778,F,87,19360628,France,Dippach,Canton Capellen,0.0,193606287082*,white,gray,short,Joséphine,Chartier
54779,F,75,19480126,Italy,Mamer,Canton Capellen,0.0,194801267213*,white,gray,long,Loredana,Adinolfi
54780,F,36,19870513,Luxembourg,Wiltz,Canton Wiltz,5833.0,198705138289*,black,black,short,Els,Baeyens
54781,M,22,20010108,Luxembourg,Esch-sur-Alzette,Canton Esch,5803.0,200101081174*,latino,brown,short,Leopold,Ceuppens
54782,F,53,19700911,Belgium,Grevenmacher,Canton Grevenmacher,7861.0,197009118261*,white,black,short,Britt,Vanhove
54783,F,20,20030904,Luxembourg,Esch-sur-Alzette,Canton Esch,11303.0,200309049041*,white,red,medium,Kristel,Desmet
54784,M,26,19971103,Luxembourg,Pétange,Canton Esch,2528.0,199711033753*,latino,brown,short,Thibaut,Gay
54785,M,18,20051005,Luxembourg,Dudelange,Canton Esch,5953.0,200510050145*,white,black,long,Philippe,Kerkhofs
54786,F,80,19430821,Luxembourg,Luxembourg,Canton Luxembourg,0.0,194308215334*,white,gray,short,Alex,Vandekerckhove
54787,F,40,19831218,Luxembourg,Schengen,Canton Remich,2539.0,198312186772*,white,red,long,Veerle,Lemaître
54788,M,53,19700307,France,Käerjeng,Canton Capellen,6141.0,197003072164*,white,gray,long,Augustin,Giraud
54789,F,64,19590629,Luxembourg,Mamer,Canton Capellen,5701.0,195906298728*,latino,black,short,Claire,Verstappen
54790,M,48,19751028,Italy,Luxembourg,Canton Luxembourg,15460.0,197510285224*,white,red,short,Fulvio,Santoro
54791,F,34,19891217,Luxembourg,Echternach,Canton Echternach,9223.0,198912172890*,white,brown,short,Hanne,Beeckman
54792,M,45,19780625,Portugal,Differdange,Canton Esch,2468.0,197806256532*,white,red,long,Ângelo,Rodrigues
54793,F,72,19510424,Luxembourg,Luxembourg,Canton Luxembourg,0.0,195104245274*,white,black,long,Marie,Carlier
54794,F,25,19980621,Luxembourg,Luxembourg,Canton Luxembourg,11960.0,199806213386*,white,brown,long,Charlotte,Lauwers
54795,M,74,19490428,Luxembourg,Ettelbruck,Canton Diekirch,0.0,194904281708*,black,gray,long,Bart,Guillon
54796,M,42,19810108,Portugal,Mondercange,Canton Esch,1580.0,198101087910*,white,brown,medium,Hugo,Lourenço
54797,F,61,19620517,Luxembourg,Luxembourg,Canton Luxembourg,960.0,196205170390*,white,brown,short,Antoinette,Berger
54798,M,44,19790212,Portugal,Mondorf-les-Bains,Canton Remich,4884.0,197902126933*,white,gray,long,Pedro,Pacheco
54799,M,53,19700613,Portugal,Wiltz,Canton Wiltz,6333.0,197006135333*,white,gray,medium,Martim,Pinho
54800,F,89,19340110,Luxembourg,Luxembourg,Canton Luxembourg,0.0,193401109400*,white,gray,short,Greta,Gomes
54801,F,55,19680902,Luxembourg,Luxembourg,Canton Luxembourg,1960.0,196809027279*,latino,black,short,Amélie,De Laet
54802,M,54,19690311,Italy,Mondorf-les-Bains,Canton Remich,884.0,196903113088*,white,black,medium,Michelangelo,Volterra
54803,M,24,19990802,United Kingdom,Luxembourg,Canton Luxembourg,6460.0,199908022014*,white,brown,medium,Mark,Vasquez
54804,M,39,19840624,Luxembourg,Ettelbruck,Canton Diekirch,1362.0,198406243802*,black,black,long,Ludovicus,De Schepper
54805,M,55,19680915,France,Esch-sur-Alzette,Canton Esch,2803.0,196809151375*,white,gray,medium,Vincent,Marty
54806,F,64,19590516,Portugal,Biwer,Canton Grevenmacher,3984.0,195905166521*,white,gray,short,Ariana,Paiva
54807,M,40,19831014,Portugal,Bettembourg,Canton Esch,9596.0,198310147959*,white,blond,medium,César,Vicente
54808,M,43,19801124,Luxembourg,Hesperange,Canton Luxembourg,3654.0,198011245880*,latino,black,short,Benjamin,Riou
54809,M,46,19771227,Portugal,Differdange,Canton Esch,3468.0,197712277053*,white,brown,long,Manuel,Gaspar
54810,F,45,19781103,Luxembourg,Bourscheid,Canton Diekirch,3597.0,197811031074*,white,blond,medium,Zoé,Claes
54811,F,64,19590307,Romania,Mertert,Canton Grevenmacher,10508.0,195903075053*,white,black,medium,Malvina,Nemeș
54812,F,33,19900304,Luxembourg,Ettelbruck,Canton Diekirch,2862.0,199003044564*,latino,gray,short,Monique,Devaux
54813,M,62,19610624,Luxembourg,Wiltz,Canton Wiltz,5833.0,196106245174*,white,gray,short,Philippe,Huet
54814,F,55,19680109,Luxembourg,Dudelange,Canton Esch,953.0,196801092208*,white,black,short,Claudine,Berger
54815,F,51,19721121,India,Kayl,Canton Esch,8116.0,197211219092*,south asians,brown,long,Amira,Sharma
54816,M,36,19870731,Portugal,Weiler-la-Tour,Canton Luxembourg,2857.0,198707310517*,white,black,short,Mauro,Sá
54817,M,50,19730602,Luxembourg,Mersch,Canton Mersch,9555.0,197306020744*,latino,brown,long,Nicolas,De Smet
54818,M,44,19790407,Luxembourg,Berdorf,Canton Echternach,6412.0,197904077836*,white,red,long,Thomas,Vinck
54819,F,36,19870503,Luxembourg,Luxembourg,Canton Luxembourg,6460.0,198705033545*,white,blond,long,Noor,Roux
54820,M,58,19650118,Luxembourg,Esch-sur-Alzette,Canton Esch,7303.0,196501184430*,latino,gray,medium,Henri,Bertin
54821,F,34,19890809,Luxembourg,Hesperange,Canton Luxembourg,3154.0,198908099278*,white,black,short,Hortense,Devos
54822,F,44,19790512,Portugal,Käerjeng,Canton Capellen,1641.0,197905124500*,white,brown,medium,Alícia,Sousa
54823,M,52,19711121,Luxembourg,Frisange,Canton Esch,2128.0,197111213290*,white,black,short,Maxim,De Cock
54824,F,27,19961204,Luxembourg,Esch-sur-Sûre,Canton Wiltz,3024.0,199612040754*,white,gray,long,Dorothée,De Groote
54825,F,48,19750916,Luxembourg,Bertrange,Canton Luxembourg,10087.0,197509163542*,black,blond,long,Marie,Boonen
54826,M,39,19841205,Luxembourg,Schengen,Canton Remich,6539.0,198412059950*,white,gray,long,Marc,Nys
54827,F,59,19640229,Italy,Luxembourg,Canton Luxembourg,13960.0,196402298116*,white,black,long,Adriana,Farina
54828,F,37,19860907,Luxembourg,Rambrouch,Canton Redange,4546.0,198609073456*,white,gray,medium,Caroline,Laporte
54829,F,35,19880923,Luxembourg,Luxembourg,Canton Luxembourg,12460.0,198809238523*,black,blond,long,Sophie,Maes
54830,F,39,19841017,Luxembourg,Pétange,Canton Esch,3028.0,198410178475*,white,gray,short,Thérèse,Jean
54831,M,55,19680615,Portugal,Luxembourg,Canton Luxembourg,5960.0,196806159898*,white,gray,short,Guilherme,Sousa
54832,F,68,19551210,Luxembourg,Differdange,Canton Esch,0.0,195512109672*,white,black,medium,Joanna,Thibault
54833,F,18,20050223,Luxembourg,Beaufort,Canton Echternach,3582.0,200502235851*,white,black,long,Alice,Hermans
54834,F,29,19940831,Luxembourg,Pétange,Canton Esch,5028.0,199408317176*,white,black,medium,Odette,Gielen
54835,F,50,19731114,Luxembourg,Kayl,Canton Esch,1616.0,197311148761*,white,black,long,Marie,Van Parys
54836,F,39,19840205,Luxembourg,Schieren,Canton Diekirch,4219.0,198402054392*,white,brown,medium,Axelle,Hendrickx
54837,M,42,19810919,Luxembourg,Bettembourg,Canton Esch,6096.0,198109196250*,latino,gray,short,Koen,De Bruyne
