Matricule,Nom,Prenom,Genre,Date_Naissance,Pays_Naissance,Lieu_Naissance,Nationalite,Type_Residence,Residence_Num_Rue,Residence_Rue,Residence_Code_Postal,Residence_Localite,Residence_Commune,Residence_Pays,Etat_Civil,Enfants,Statut_SH,Orientation_SH,Statut_CTR,REVIS,Titre_Sejour,Debut_Titre_Sejour,Fin_Titre_Sejour,Autorisation_Travail_Debut,Autorisation_Travail_Fin,Autorisation_Travail_ISCO,Metier_ROME_1,Metier_ROME_1_Appellation,Metier_ROME_1_Experience,Metier_ROME_2,Metier_ROME_2_Appellation,Metier_ROME_2_Experience,Metier_ROME_3,Metier_ROME_3_Appellation,Metier_ROME_3_Experience,Formation_Reussie_ISCED,Formation_Reussie_Diplome,Formation_Reussie_Classe,Formation_Reussie_Specialite,Formation_Toutes_Specialites,Formation_Reussie_Pays,Formation_Reussie_Preuve,Langue_FR,Langue_LB,Langue_DE,Langue_EN,Langues_Autres,Mobilite
6741296269602,Aubry,Thibault,Masculin,19830704,Somalie,Carondan,Roumaine,résident,89,rue Baudry,7300,110901 Diekirch,Diekirch,France,Marié,Non,False,Inconnu,False,False,120 Carte de séjour UE,20250708,20271229,,,,M1203,Aide-comptable,14 ans,,,,,,,3,DT,,Électronique,"Droit, Sciences naturelles, Soins infirmiers",Luxembourg,Déclaré,B,A,A,,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
9905548660851,Pires,Margot,Féminin,19770407,Afghanistan,Martins,Française,non-résident,50,chemin Schmitt,3000,110201 Esch-sur-Alzette,Esch-sur-Alzette,France,Célibataire,Inconnu,False,Inconnu,False,False,,,,,,,K1207,Éducateur,11 ans,,,,,,,7,Master,,Informatique,"Économie, Droit",Belgique,Vérifié,B,C,A,A,Arabe: C,"Excellente (permis A, B et véhicule personnel)"
3053697774418,Martins,Jérôme,Masculin,19670620,Luxembourg,Rodange,Syrienne,non-résident,129,chemin Delmas,7600,110502 Echternach,Echternach,Luxembourg,Veuf,Non,False,Inconnu,True,True,109 Protection temporaire (BPT),20240413,20270719,,,,M1203,Comptable,,I1308,Support informatique,3 ans,,,,7,Master,,Hôtellerie-Restauration,"Informatique, Hôtellerie-Restauration",Portugal,Reconnu,B,B,C,C,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
7611098717487,Hoarau,Gérard,Masculin,19940625,France,BesnardVille,Française,résident,142,rue Arnaude Millet,7800,110901 Diekirch,Diekirch,Luxembourg,Inconnu,Non,True,Inconnu,True,True,,,,20240303,20261114,4110,H2901,Monteur,3 ans,K1207,Éducateur spécialisé,,,,,7,Master,,,"Division administrative et commerciale, Informatique, Commerce",Syrie,Homologué,A,A,B,B,Néerlandais: A,Limitée (pas de voiture et pas de transports en commun disponible)
9866398877365,François,Noël,Masculin,20030517,Afghanistan,Sanchez,Roumaine,résident,14,chemin de Sauvage,7600,110101 Luxembourg,Luxembourg,Luxembourg,Marié,Inconnu,False,Inconnu,False,True,,,,20241124,20260729,2310,G1603,Serveur,4 ans,J1501,Aide-soignant,,,,,7,Master,,Éducation sociale,"Commerce, Division administrative et commerciale",Belgique,Déclaré,C,C,C,B,Italien: B,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
9485569073552,Perez,Aurore,Féminin,19660520,France,Girard,Afghane,résident,7,rue de Joubert,1800,110901 Diekirch,Diekirch,Belgique,Célibataire,Non,False,Inconnu,False,False,120 Carte de séjour UE,20240804,20271103,,,,K2111,Formateur professionnel,2 ans,,,,D1406,Chef des ventes,4 ans,7,Master,,Sciences humaines,"Éducation sociale, Informatique",Afghanistan,Déclaré,A,B,,A,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
8378196183823,Raynaud,Anastasie,Féminin,19970307,Portugal,Lombard,Britannique,inconnu,219,rue Alexandrie Pineau,8400,111001 Wiltz,Wiltz,Belgique,Marié,Oui,False,Inconnu,False,False,,,,,,,H2901,Ajusteur-monteur,12 ans,M1607,Assistant administratif,,M1203,Aide-comptable,,8,PhD,,Comptabilité,"Électronique, Comptabilité, Informatique",Syrie,Vérifié,C,B,,B,,"Excellente (permis A, B et véhicule personnel)"
9304533315906,Valentin,Benoît,Masculin,19790520,Royaume-Uni,Julien,Belge,résident,151,rue Nathalie Georges,3400,110701 Remich,Remich,Belgique,Célibataire,Non,False,Inconnu,True,False,130 Autorisation de séjour temporaire,20251229,20270911,,,,N1103,Agent logistique,2 ans,,,,,,,8,PhD,,Division administrative et commerciale,Sciences humaines,Roumanie,Reconnu,C,B,A,C,Espagnol: B,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
7450625431702,Collet,Louise,Féminin,19550901,Royaume-Uni,Sainte NicolasBourg,Somalienne,résident,138,rue de Boyer,6400,111001 Wiltz,Wiltz,Luxembourg,Marié,Non,False,Inconnu,False,False,120 Carte de séjour UE,20260116,20270605,,,,J1501,Auxiliaire de vie,20 ans,,,,D1406,Responsable commercial,,7,Master,,,Droit,Afghanistan,Reconnu,B,A,,B,,"Excellente (permis A, B et véhicule personnel)"
7267221815006,Maillard,Marguerite,Féminin,19960205,Portugal,Gilbert,Érythréenne,résident,224,chemin Delattre,1800,110701 Remich,Remich,Allemagne,Inconnu,Inconnu,False,Inconnu,False,False,,,,,,,K1207,Éducateur spécialisé,17 ans,I1308,Support informatique,,H2901,Mécanicien monteur,,3,DAP,,,Sciences naturelles,France,Homologué,A,C,C,B,,"Excellente (permis A, B et véhicule personnel)"
8141228885550,Marques,Alphonse,Masculin,19861207,Roumanie,Rossi,Somalienne,inconnu,39,rue de Blanchet,5400,110901 Diekirch,Diekirch,Allemagne,Marié,Oui,False,Inconnu,True,False,130 Autorisation de séjour temporaire,20250329,20270807,,,,D1406,Chef des ventes,18 ans,,,,M1203,Assistant comptable,10 ans,6,Bachelor,,Comptabilité,Sciences naturelles,Afghanistan,Reconnu,B,C,,,Néerlandais: C,"Excellente (permis A, B et véhicule personnel)"
2352387505692,Fabre,Guy,Masculin,19540918,Érythrée,Lacroix,Érythréenne,résident,170,chemin Schmitt,3000,110901 Diekirch,Diekirch,Luxembourg,Inconnu,Inconnu,False,Inconnu,False,True,,,,,,,M1203,Aide-comptable,8 ans,K2111,Formateur professionnel,0 ans,,,,4,Diplôme d'éducateur,,Droit,"Mécanique, Sciences humaines",Pays-Bas,Vérifié,C,B,B,B,,"Excellente (permis A, B et véhicule personnel)"
7367032906416,Chrétien,Gilles,Masculin,20000901,Érythrée,François,Néerlandaise,inconnu,112,avenue Michel Blanc,2600,110601 Grevenmacher,Grevenmacher,Belgique,Divorcé,Non,False,Inconnu,False,False,130 Autorisation de séjour temporaire,20240507,20270817,,,,H2901,Mécanicien monteur,6 ans,,,,,,,7,Master,,Économie,Division administrative et commerciale,Érythrée,A valider,B,C,B,A,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
1399115209009,Bailly,Arthur,Masculin,19620113,Royaume-Uni,Gonzalezboeuf,Luxembourgeoise,inconnu,162,rue David,9700,110601 Grevenmacher,Grevenmacher,Luxembourg,Célibataire,Oui,False,Inconnu,False,False,,,,,,,K1207,Éducateur spécialisé,17 ans,J1501,Auxiliaire de vie,2 ans,,,,1,,12ème EST,Sciences humaines,"Sciences naturelles, Division administrative et commerciale",France,Homologué,B,,B,B,,Limitée (pas de voiture et pas de transports en commun disponible)
5622836946099,De Oliveira,Nath,Féminin,20050510,Italie,Saint PénélopeBourg,Française,inconnu,53,chemin Marques,7300,110502 Echternach,Echternach,Luxembourg,Inconnu,Inconnu,True,Marché ordinaire,False,False,,,,,,,K1207,Animateur social,13 ans,,,,,,,1,Secondaire classique,12ème EST,,"Sciences humaines, Commerce",France,Reconnu,C,,C,A,Italien: C,"Excellente (permis A, B et véhicule personnel)"
8366793366586,Lévêque,Victor,Masculin,19860524,Érythrée,Roche,Néerlandaise,résident,74,boulevard Wagner,8400,110301 Differdange,Differdange,Allemagne,Veuf,Inconnu,False,Inconnu,False,False,,,,20250114,20261224,4110,M1203,Comptable,,I1308,Technicien helpdesk,3 ans,D1406,Chef des ventes,9 ans,7,Master,,Langues,Commerce,Portugal,Déclaré,B,,B,A,Russe: A,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
7189966155193,Evrard,Margot,Féminin,20020416,Érythrée,Saint Adrien-sur-Mer,Roumaine,résident,34,chemin Peltier,3100,110201 Esch-sur-Alzette,Esch-sur-Alzette,Allemagne,Divorcé,Oui,False,Inconnu,False,True,,,,20250502,20261124,2310,H2901,Monteur,7 ans,,,,,,,5,BTS,,,"Commerce, Sciences humaines, Hôtellerie-Restauration",Roumanie,Déclaré,B,B,A,C,Russe: C,"Excellente (permis A, B et véhicule personnel)"
1903275579271,Allard,Frédéric,Masculin,19510620,Érythrée,Goncalves,Britannique,non-résident,205,boulevard Élise Royer,8500,110601 Grevenmacher,Grevenmacher,Belgique,Célibataire,Oui,True,Atelier protégé,True,False,,,,,,,I1308,Technicien helpdesk,11 ans,,,,,,,8,PhD,,,Informatique,Belgique,Reconnu,B,B,C,A,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
8698683578534,Faure,Matthieu,Masculin,19630302,Érythrée,Saint Louiseboeuf,Allemande,résident,155,rue Christelle Bonnet,9800,110201 Esch-sur-Alzette,Esch-sur-Alzette,France,Marié,Inconnu,False,Inconnu,False,False,130 Autorisation de séjour temporaire,20251004,20270205,20250626,20261221,1211,M1607,Secrétaire,1 ans,,,,,,,8,PhD,,Division administrative et commerciale,Éducation sociale,Érythrée,A valider,C,B,A,A,,"Excellente (permis A, B et véhicule personnel)"
1168098669939,Leroy,Pauline,Féminin,19550810,Syrie,Saint Margaux,Allemande,résident,222,boulevard Nicolas Chevalier,1100,110601 Grevenmacher,Grevenmacher,France,Célibataire,Non,False,Inconnu,True,False,,,,,,,D1406,Commercial,,K2111,Formateur professionnel,2 ans,K1207,Éducateur,1 ans,0,Secondaire technique,9ème EST,Comptabilité,Commerce,Somalie,Vérifié,C,B,A,,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
3701000611389,Clément,Renée,Féminin,19860616,France,Masse-sur-Techer,Roumaine,résident,80,avenue Gabriel Weiss,4500,110401 Dudelange,Dudelange,Allemagne,PA,Oui,False,Inconnu,True,False,,,,,,,K1207,Éducateur,,,,,J1501,Auxiliaire de vie,6 ans,7,Master,,,"Comptabilité, Sciences humaines",Italie,Déclaré,C,B,,C,,Limitée (pas de voiture et pas de transports en commun disponible)
1387063408035,Rousset,Jean,Masculin,19660623,Italie,Richard,Néerlandaise,résident,90,boulevard de Rossi,7000,110601 Grevenmacher,Grevenmacher,Luxembourg,Divorcé,Inconnu,False,Inconnu,True,False,,,,,,,D1406,Commercial,3 ans,H2901,Mécanicien monteur,,,,,2,Secondaire classique,2ème ESC,Éducation sociale,"Droit, Comptabilité",Allemagne,A valider,A,B,B,,Arabe: A,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
0657191139124,Huet,Marie,Féminin,19951019,France,Gomez,Belge,résident,103,rue de Mahe,1700,110101 Luxembourg,Luxembourg,Luxembourg,Veuf,Oui,False,Inconnu,False,False,,,,,,,K2111,Formateur,,,,,,,,0,,5ème primaire,Comptabilité,Soins infirmiers,Pays-Bas,Déclaré,B,,,,Italien: C,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
8329798470140,Fabre,Denise,Féminin,19950706,Pays-Bas,Gillet-la-Forêt,Roumaine,inconnu,219,rue Robert Berger,4100,111001 Wiltz,Wiltz,Allemagne,Inconnu,Oui,False,Inconnu,False,False,120 Carte de séjour UE,20240620,20270825,,,,N1103,Préparateur de commandes,8 ans,H2901,Monteur,11 ans,G1603,Serveur,5 ans,1,Secondaire classique,2ème ESC,Hôtellerie-Restauration,Droit,Somalie,Déclaré,C,,B,B,Russe: C,Limitée (pas de voiture et pas de transports en commun disponible)
0790681678038,Gomes,Joséphine,Féminin,19820326,Luxembourg,Ettelbruck,Somalienne,inconnu,144,rue de Payet,3200,110901 Diekirch,Diekirch,Luxembourg,Inconnu,Inconnu,False,Inconnu,True,False,,,,,,,N1103,Magasinier,,,,,,,,3,CATP,,Droit,"Hôtellerie-Restauration, Comptabilité, Éducation sociale",Portugal,A valider,A,C,,A,,Limitée (pas de voiture et pas de transports en commun disponible)
6959605604126,Lesage,Éric,Masculin,19650912,Luxembourg,Diekirch,Portugaise,inconnu,109,avenue Rocher,7400,110801 Ettelbruck,Ettelbruck,Allemagne,PA,Inconnu,True,Marché ordinaire,True,False,,,,,,,D1406,Responsable commercial,,,,,,,,5,BTS,,Commerce,"Droit, Comptabilité, Économie",Italie,Homologué,C,,A,C,,"Excellente (permis A, B et véhicule personnel)"
1665447834181,Ferreira,Patrick,Masculin,19971014,France,Lombard-sur-Mer,Néerlandaise,résident,38,chemin Nathalie Boucher,4600,110101 Luxembourg,Luxembourg,Luxembourg,PA,Oui,False,Inconnu,False,True,,,,,,,G1603,Agent de restauration,17 ans,,,,,,,5,BTS,,Électronique,Division administrative et commerciale,Belgique,Reconnu,A,B,A,,,Limitée (pas de voiture et pas de transports en commun disponible)
5059423656449,Bouvier,Françoise,Féminin,20001020,Somalie,Bertin-la-Forêt,Afghane,résident,227,boulevard Besson,1500,110801 Ettelbruck,Ettelbruck,Luxembourg,Marié,Oui,False,Inconnu,False,False,,,,,,,M1607,Secrétaire juridique,8 ans,,,,,,,0,,2ème ESC,Droit,"Hôtellerie-Restauration, Langues",Somalie,Homologué,C,A,A,,Néerlandais: A,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
9873448562253,Chrétien,Constance,Féminin,19520825,Espagne,Bourgeois,Roumaine,résident,125,rue Marcel Charpentier,4300,110901 Diekirch,Diekirch,Luxembourg,Séparé,Non,False,Inconnu,False,False,,,,,,,G1603,Employé de restauration,,,,,I1308,Technicien support,4 ans,5,BTS,,Soins infirmiers,"Sciences humaines, Éducation sociale",Somalie,A valider,B,A,A,C,,"Excellente (permis A, B et véhicule personnel)"
9569847037155,Besson,Louise,Féminin,19720415,France,Robin-sur-Buisson,Italienne,résident,201,rue de Garcia,7500,110601 Grevenmacher,Grevenmacher,Belgique,Séparé,Oui,False,Inconnu,True,False,,,,,,,N1103,Magasinier,0 ans,,,,J1501,Auxiliaire de vie,8 ans,4,Diplôme d'éducateur,,Sciences humaines,"Électronique, Sciences naturelles",Afghanistan,Reconnu,B,B,A,,,Limitée (pas de voiture et pas de transports en commun disponible)
4452370276550,Huet,Patrick,Masculin,19891216,Syrie,Jacquet,Néerlandaise,inconnu,108,avenue de Bourgeois,8300,110701 Remich,Remich,France,Veuf,Oui,False,Inconnu,False,False,,,,,,,M1607,Secrétaire juridique,10 ans,K1207,Animateur social,2 ans,,,,2,Secondaire technique,2ème ESC,Langues,"Mécanique, Informatique, Électronique",Royaume-Uni,Vérifié,B,B,B,C,,Limitée (pas de voiture et pas de transports en commun disponible)
4949176809060,Rolland,Philippe,Masculin,19570304,Pays-Bas,Robin,Somalienne,inconnu,174,boulevard de Moreno,9500,110502 Echternach,Echternach,Luxembourg,Marié,Oui,False,Inconnu,True,False,,,,20250612,20270111,2310,H2901,Monteur,10 ans,,,,,,,2,Secondaire technique,9ème EST,Commerce,"Droit, Sciences humaines",Allemagne,A valider,C,,A,,,"Excellente (permis A, B et véhicule personnel)"
9013209923108,Giraud,Nathalie,Féminin,19580522,Portugal,Saint Thomas,Britannique,résident,81,chemin Boulay,5800,110901 Diekirch,Diekirch,Allemagne,Séparé,Oui,False,Inconnu,False,False,,,,20250310,20260728,1211,K1207,Animateur social,15 ans,,,,,,,8,PhD,,Commerce,"Mécanique, Hôtellerie-Restauration, Droit",Royaume-Uni,Reconnu,B,,C,A,Arabe: C,"Excellente (permis A, B et véhicule personnel)"
2129190604189,Delaunay,André,Masculin,19680619,Roumanie,Payet-sur-Diallo,Néerlandaise,résident,82,boulevard de Thierry,2300,110901 Diekirch,Diekirch,France,Inconnu,Inconnu,True,Marché ordinaire,True,False,,,,,,,G1603,Agent de restauration,,M1203,Comptable,0 ans,D1406,Commercial,,0,Secondaire technique,2ème ESC,Sciences naturelles,"Informatique, Langues",Espagne,A valider,C,C,C,C,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
9824033384600,Gonzalez,Yves,Masculin,19721005,Espagne,Boucher,Syrienne,résident,250,rue Jeannine Allard,8500,110401 Dudelange,Dudelange,Luxembourg,Inconnu,Inconnu,False,Inconnu,False,False,,,,,,,J1501,Infirmier,,,,,,,,6,Bachelor,,Économie,"Informatique, Division administrative et commerciale",Royaume-Uni,Déclaré,B,B,A,A,Portugais: A,"Excellente (permis A, B et véhicule personnel)"
2914019303643,Marty,Virginie,Féminin,19931016,Somalie,Saint Jean,Britannique,résident,230,rue Thierry Delaunay,2400,111001 Wiltz,Wiltz,France,Veuf,Oui,False,Inconnu,True,False,,,,,,,D1406,Responsable commercial,9 ans,,,,,,,3,DAP,,Langues,Commerce,Luxembourg,Reconnu,C,B,A,,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
9002679971840,Baudry,Nicolas,Masculin,19770709,Pays-Bas,Duhamel-les-Bains,Luxembourgeoise,résident,98,boulevard Inès Louis,8000,110101 Luxembourg,Luxembourg,Luxembourg,PA,Non,False,Inconnu,False,False,,,,,,,N1103,Magasinier,4 ans,M1203,Aide-comptable,1 ans,I1308,Technicien support,,4,Diplôme d'éducateur,,Commerce,Droit,Érythrée,Reconnu,A,,A,,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
0716502460891,Schneider,Luc,Masculin,19540707,Syrie,Lacombe-sur-Jacob,Néerlandaise,non-résident,81,avenue de Sanchez,8600,110301 Differdange,Differdange,Belgique,Veuf,Non,True,Marché ordinaire,False,True,,,,,,,N1103,Agent logistique,,,,,K2111,Formateur,3 ans,2,Secondaire classique,9ème EST,,"Comptabilité, Économie",Portugal,Homologué,C,B,B,C,,"Excellente (permis A, B et véhicule personnel)"
1448133232180,Bonnet,Diane,Féminin,19670405,Italie,Perrot,Roumaine,résident,141,avenue Augustin Bigot,1400,110401 Dudelange,Dudelange,France,Veuf,Oui,True,Inconnu,False,False,,,,,,,M1607,Secrétaire,,K1207,Éducateur,6 ans,G1603,Agent de restauration,,3,CATP,,Sciences humaines,Comptabilité,Afghanistan,Homologué,B,B,B,A,Espagnol: A,"Excellente (permis A, B et véhicule personnel)"
3510061576955,Roche,Capucine,Féminin,19720206,Roumanie,Gosselinboeuf,Érythréenne,inconnu,118,boulevard Jacqueline Pineau,1100,111001 Wiltz,Wiltz,Allemagne,Veuf,Inconnu,False,Inconnu,False,False,,,,,,,N1103,Magasinier,6 ans,,,,,,,3,DT,,Sciences naturelles,Électronique,Somalie,Déclaré,C,,A,B,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
6230834308251,Laurent,Michel,Masculin,19920328,Pologne,Lagarde,Néerlandaise,résident,204,chemin de Lecomte,8100,110401 Dudelange,Dudelange,Belgique,PA,Non,False,Inconnu,False,False,120 Carte de séjour UE,20230902,20270419,,,,J1501,Infirmier,17 ans,H2901,Mécanicien monteur,7 ans,,,,7,Master,,,"Soins infirmiers, Informatique",France,Homologué,B,,,A,,"Excellente (permis A, B et véhicule personnel)"
9500257479120,Le Goff,Frédéric,Masculin,19970427,France,Carreboeuf,Belge,résident,171,chemin Capucine Meunier,2100,110901 Diekirch,Diekirch,Luxembourg,Marié,Non,False,Inconnu,False,True,109 Protection temporaire (BPT),20241216,20271028,,,,J1501,Infirmier,9 ans,,,,,,,3,DT,,Éducation sociale,Électronique,Allemagne,Homologué,B,,B,,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
8771413001773,Bernard,Arthur,Masculin,20050705,Luxembourg,Walferdange,Luxembourgeoise,non-résident,17,boulevard de Samson,9000,110301 Differdange,Differdange,Luxembourg,PA,Inconnu,False,Inconnu,True,False,,,,,,,J1501,Auxiliaire de vie,12 ans,K1207,Animateur social,10 ans,,,,1,Secondaire technique,5ème primaire,Sciences humaines,"Économie, Commerce, Sciences naturelles",Roumanie,Homologué,C,A,B,B,Néerlandais: C,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
1201525922471,Bonnin,Constance,Féminin,19510423,Érythrée,Fischer,Somalienne,résident,17,avenue Geneviève Maillet,1500,110301 Differdange,Differdange,France,Veuf,Oui,True,Atelier protégé,False,False,,,,20240618,20260904,2411,K1207,Éducateur spécialisé,,J1501,Auxiliaire de vie,,I1308,Technicien helpdesk,4 ans,3,DT,,Langues,"Soins infirmiers, Comptabilité",Syrie,A valider,C,A,C,B,Arabe: C,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
9640367692730,Dumont,Nathalie,Féminin,19920127,Portugal,Vincent,Polonaise,résident,54,chemin Gaudin,2800,110601 Grevenmacher,Grevenmacher,France,Séparé,Inconnu,False,Inconnu,False,False,,,,,,,G1603,Serveur,0 ans,,,,N1103,Agent logistique,8 ans,7,Master,,Sciences naturelles,"Informatique, Mécanique, Soins infirmiers",Portugal,Vérifié,B,,,A,Arabe: A,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
2815589718010,Pineau,Michèle,Féminin,19780813,Somalie,Laine-sur-Bernier,Espagnole,résident,154,chemin de Leconte,4100,110101 Luxembourg,Luxembourg,Luxembourg,Séparé,Oui,True,Marché ordinaire,False,False,,,,,,,D1406,Commercial,,H2901,Ajusteur-monteur,1 ans,,,,3,DAP,,Soins infirmiers,"Hôtellerie-Restauration, Droit",Espagne,Homologué,A,B,A,,Portugais: C,Limitée (pas de voiture et pas de transports en commun disponible)
7200208909387,Monnier,Cécile,Féminin,19710724,Syrie,Thomas-sur-Mer,Afghane,inconnu,229,rue de Pascal,6500,110901 Diekirch,Diekirch,Luxembourg,Célibataire,Inconnu,False,Inconnu,False,False,,,,,,,D1406,Commercial,8 ans,K1207,Éducateur,,,,,4,Diplôme d'éducateur,,,Langues,Luxembourg,A valider,B,A,C,C,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
9021098449746,Benoit,Pénélope,Féminin,19710409,Espagne,GrenierVille,Néerlandaise,résident,219,rue de Chauvet,1800,110401 Dudelange,Dudelange,Luxembourg,Séparé,Oui,False,Inconnu,True,False,065 Membre de famille (UE avec hors UE),20230518,20270916,,,,M1607,Assistant administratif,4 ans,,,,,,,0,,2ème ESC,Sciences humaines,"Droit, Sciences naturelles",Royaume-Uni,Homologué,B,A,A,C,Portugais: C,Limitée (pas de voiture et pas de transports en commun disponible)
8486435679863,Lambert,Nathalie,Féminin,19630207,Roumanie,Besson,Française,résident,167,avenue de Gimenez,6600,110601 Grevenmacher,Grevenmacher,Luxembourg,Inconnu,Non,False,Inconnu,False,False,,,,20240719,20261001,5223,J1501,Aide-soignant,7 ans,,,,,,,3,DAP,,Commerce,"Informatique, Commerce",Luxembourg,A valider,B,C,B,A,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
7383010425557,Morel,Charlotte,Féminin,19950226,Roumanie,GuilbertBourg,Polonaise,résident,176,rue de Guilbert,3200,110502 Echternach,Echternach,Luxembourg,Divorcé,Non,False,Inconnu,False,False,,,,,,,N1103,Agent logistique,0 ans,D1406,Responsable commercial,,,,,0,Secondaire technique,12ème EST,Comptabilité,"Sciences humaines, Droit",Syrie,A valider,A,,B,A,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
1541792455074,Dumont,Madeleine,Féminin,19580503,Pays-Bas,Potier-sur-Étienne,Française,résident,163,chemin Da Costa,9600,110901 Diekirch,Diekirch,Luxembourg,Veuf,Oui,False,Inconnu,False,True,109 Protection temporaire (BPT),20240702,20270506,,,,M1607,Secrétaire juridique,16 ans,,,,,,,6,Bachelor,,Droit,"Sciences naturelles, Comptabilité, Économie",Afghanistan,Reconnu,C,,A,B,Portugais: B,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
2779864953939,Dumas,Brigitte,Féminin,19951129,Royaume-Uni,Cousin,Allemande,résident,93,rue Pauline Marion,7500,110101 Luxembourg,Luxembourg,Luxembourg,Veuf,Non,True,Atelier protégé,False,False,,,,20240222,20260902,1211,G1603,Employé de restauration,,,,,,,,5,BTS,,Division administrative et commerciale,Économie,France,A valider,B,C,A,,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
2932093533912,Lopes,Laetitia,Féminin,19990914,Allemagne,Lemaire,Allemande,inconnu,93,rue Lucas Marin,8100,110301 Differdange,Differdange,Luxembourg,Marié,Inconnu,False,Inconnu,True,False,,,,20241107,20260824,2411,M1607,Secrétaire juridique,20 ans,J1501,Aide-soignant,,,,,3,CATP,,Sciences humaines,"Division administrative et commerciale, Hôtellerie-Restauration, Informatique",Pays-Bas,A valider,A,B,,,Néerlandais: C,Limitée (pas de voiture et pas de transports en commun disponible)
8741295597797,Gosselin,Susanne,Féminin,19801017,France,Duboisnec,Polonaise,non-résident,42,chemin de Renard,5000,111001 Wiltz,Wiltz,France,Célibataire,Oui,False,Inconnu,True,False,,,,,,,G1603,Employé de restauration,4 ans,,,,,,,8,PhD,,Sciences naturelles,"Sciences humaines, Mécanique",Afghanistan,Reconnu,C,,C,C,,Limitée (pas de voiture et pas de transports en commun disponible)
8222321728974,Da Silva,Arthur,Masculin,19660410,Royaume-Uni,Ferreira,Roumaine,non-résident,169,chemin Laurent,8200,110301 Differdange,Differdange,Belgique,Marié,Non,True,Atelier protégé,False,True,130 Autorisation de séjour temporaire,20250913,20270530,20250218,20260809,2412,G1603,Serveur,0 ans,K1207,Éducateur,11 ans,,,,8,PhD,,Éducation sociale,"Comptabilité, Informatique",Belgique,Vérifié,B,B,A,B,,Moyenne (permis B mais pas de voiture disponible ou utilisation de transports en communs)
5368688847859,Joly,Patrick,Masculin,20050111,Belgique,Saint Lucie,Belge,résident,86,chemin Ferreira,6100,110701 Remich,Remich,Belgique,Inconnu,Inconnu,False,Inconnu,False,True,120 Carte de séjour UE,20251225,20270604,,,,K1207,Éducateur spécialisé,,,,,K2111,Formateur professionnel,,4,Diplôme d'éducateur,,Sciences humaines,Électronique,Pays-Bas,Homologué,A,,A,A,Italien: C,Limitée (pas de voiture et pas de transports en commun disponible)
5811175900749,Poulain,Rémy,Masculin,19620830,France,Étienne,Érythréenne,inconnu,84,rue Marthe Hoarau,9400,110301 Differdange,Differdange,France,Célibataire,Non,True,Atelier protégé,False,False,065 Membre de famille (UE avec hors UE),20251109,20270907,,,,I1308,Support informatique,5 ans,,,,,,,2,Secondaire technique,2ème ESC,Électronique,"Comptabilité, Sciences humaines",Portugal,Homologué,C,C,A,,,Limitée (pas de voiture et pas de transports en commun disponible)
0075102058241,Breton,Virginie,Féminin,19580726,Luxembourg,Vianden,Allemande,non-résident,81,rue Eugène Michel,3000,110502 Echternach,Echternach,Allemagne,Inconnu,Oui,False,Inconnu,False,False,,,,,,,J1501,Aide-soignant,10 ans,M1607,Secrétaire,7 ans,,,,1,Secondaire technique,12ème EST,Sciences humaines,"Comptabilité, Informatique",Syrie,Homologué,B,C,A,B,,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
9913619255554,Chauvet,Maryse,Féminin,19650327,Roumanie,Renault-sur-Grégoire,Néerlandaise,non-résident,44,chemin Delannoy,9300,110201 Esch-sur-Alzette,Esch-sur-Alzette,Belgique,PA,Oui,False,Inconnu,False,False,,,,20241023,20270114,7231,I1308,Technicien helpdesk,,,,,K1207,Animateur social,9 ans,8,PhD,,Langues,Mécanique,Pays-Bas,Vérifié,B,A,B,A,Arabe: A,Limitée pour des raisons psychiques et/ou physiques (durée de trajet restreinte)
